protein_id,kd,scoreSB_CB,scoreMDS_CB,scoreMDW_CB,scoreKP_CB,scoreRRP_CB,scoreMNJ_Etot_CB,scoreMNJ_Elj_CB,scoreMNJ_Ee_CB,scoreMNJ_Ehb_CB,scoreEE_CB,scoreEC_CB,scoreSB_CA,scoreMDS_CA,scoreMDW_CA,scoreKP_CA,scoreRRP_CA,scoreMNJ_Etot_CA,scoreMNJ_Elj_CA,scoreMNJ_Ee_CA,scoreMNJ_Ehb_CA,scoreEE_CA,scoreEC_CA,scoreSB_BB_NB_CB,scoreMDS_BB_NB_CB,scoreMDW_BB_NB_CB,scoreKP_BB_NB_CB,scoreRRP_BB_NB_CB,scoreMNJ_BB_NB_Etot_CB,scoreMNJ_BB_NB_Elj_CB,scoreMNJ_BB_NB_Ee_CB,scoreMNJ_BB_NB_Ehb_CB,scoreEE_BB_NB_CB,scoreEC_BB_NB_CB,scoreSB_BB_Bt_CA,scoreSB_BB_B_CA,scoreSB_BB_NB_CA,scoreMDS_BB_NB_CA,scoreMDW_BB_NB_CA,scoreKP_BB_NB_CA,scoreRRP_BB_B_CA,scoreRRP_BB_NB_CA,scoreMNJ_BB_NB_Etot_CA,scoreMNJ_BB_NB_Elj_CA,scoreMNJ_BB_NB_Ee_CA,scoreMNJ_BB_NB_Ehb_CA,scoreEE_BB_NB_CA,scoreEC_BB_NB_CA
best_model_1050,15.1339501258143,8.92,22.13,2.51,7.08,-11.95,-75.68,-76.29,1.72,-1.12,5.1,-3.5,0.74,-1.69,-4.23,0.98,2.17,-0.02,-0.07,0.1,-0.06,4.04,-1.26,25.73,29.23,26.99,-34.56,-6.29,-24.29,-24.5,0.57,-0.37,10.22,57.34,-11,13,13.26,16.02,14.83,-96.04,-4.64,3.86,-6.48,-6.58,0.32,-0.22,7.23,41.46
best_model_1051,14.5060244391748,8.76,23.08,3.25,6.74,-10.38,-87.42,-88.03,1.75,-1.14,4.28,-3.78,0.74,-1.69,-4.23,0.98,2.27,-0.11,-0.15,0.1,-0.06,4.04,-1.26,24.93,28.59,26.17,-27.26,-6.04,-12.81,-13.07,0.59,-0.33,10.14,57.12,-14,11,13.14,16.05,14.82,-97.4,-5.08,3.88,-5.46,-5.56,0.32,-0.22,7.08,40.67
best_model_1052,14.6171548665032,11.46,33.01,6.99,9.18,-9.43,-47.9,-50.27,3.31,-0.95,6.5,-2.02,0.74,-1.69,-4.23,0.98,2.09,-0.04,-0.09,0.1,-0.06,4.04,-1.26,25.13,28.55,26.23,-25.16,-6.21,-15.37,-15.61,0.58,-0.35,10.26,57.87,-9,11,12.93,15.67,14.52,-97.46,-4.89,3.84,-5.53,-5.65,0.34,-0.22,7.2,40.99
best_model_1053,13.4535077435611,5.58,1.91,-5.51,5.68,-11.67,-83.06,-80.42,-1.52,-1.12,6.9,-5.12,0.74,-1.69,-4.23,0.98,2.2,-0.04,-0.09,0.1,-0.06,4.04,-1.26,25.44,28.9,26.57,-27.42,-6.44,-24.88,-25.07,0.56,-0.37,10.15,57.26,-10,11,13.13,16.08,14.79,-97.82,-4.96,3.99,-6.09,-6.2,0.34,-0.22,7.13,41.24
best_model_1054,14.4788770848624,8.98,13.91,0.21,6.18,-5.95,-39.9,-39.13,0.05,-0.82,5.26,-3.1,1.82,0.92,-1.54,0.46,3.32,0.45,0.49,0,-0.04,3.84,-0.86,25.12,28.76,26.23,-29.62,-6.46,-18.12,-18.34,0.59,-0.36,10.21,57.66,-7,11,13.33,16.21,14.92,-97.62,-4.86,3.96,-6.35,-6.44,0.32,-0.22,7.11,41.05
best_model_1055,14.9972976096008,7.84,12.4,-1.68,6.82,-10.18,-42.56,-41.79,0.12,-0.88,5.68,-3.8,0.74,-1.69,-4.23,0.98,2.09,-0.02,-0.06,0.1,-0.06,4.04,-1.26,25.77,29.24,26.88,-32.8,-5.98,-13.95,-14.1,0.5,-0.35,10.09,57.16,-12,11,13.44,16.35,15.08,-97.92,-4.78,3.95,-6.17,-6.28,0.33,-0.22,7.12,41.13
best_model_1056,15.3159989448506,11.46,33.01,6.99,9.18,-9.42,-54.2,-56.61,3.41,-0.99,6.5,-2.02,0.74,-1.69,-4.23,0.98,2.13,-0.05,-0.1,0.1,-0.06,4.04,-1.26,25.49,29.33,26.78,-27.48,-6.2,-25.57,-25.8,0.6,-0.37,10.17,57.91,-8,11,13.21,16.17,14.88,-100.94,-4.76,4.13,-4.46,-4.57,0.32,-0.22,7.06,40.76
best_model_1057,15.2338269953766,8.26,13.21,1.06,5,-8.07,-52.1,-51.19,0.01,-0.91,4.7,-4.14,0.74,-1.69,-4.23,0.98,2.27,-0.01,-0.05,0.1,-0.06,4.04,-1.26,25.51,29.04,26.66,-32.32,-5.94,-11.74,-11.92,0.52,-0.34,10.17,57.57,-13,11,13.12,15.99,14.73,-96.7,-4.89,3.99,-5.77,-5.87,0.32,-0.22,7.11,40.95
best_model_1058,15.1777211632099,9.68,22.15,2.25,7.94,-9.03,-49.73,-50.52,1.71,-0.92,5.98,-2.76,0.74,-1.69,-4.23,0.98,2.1,-0.04,-0.09,0.1,-0.06,4.04,-1.26,25.06,28.66,26.24,-27,-6.82,-21.8,-21.96,0.54,-0.37,10.14,57.57,-9,11,13.15,16.13,14.84,-95.48,-4.86,3.76,-6.66,-6.79,0.35,-0.22,7.1,41.07
best_model_1059,12.0293494610349,7.86,9.72,-1.57,6.48,-9.73,-46.79,-45.97,0.07,-0.89,8.26,-3.4,0.74,-1.69,-4.23,0.98,2.14,-0.01,-0.05,0.1,-0.05,4.04,-1.26,25.97,29.52,27.1,-32.16,-5.71,-12.94,-13.11,0.52,-0.35,10.11,57.21,-10,11,13.46,16.37,15.04,-96.2,-4.71,4.06,-6.22,-6.34,0.34,-0.22,7.1,40.94
best_model_106,10.1530724593483,1,-13.7,-11.4,-0.48,-66.19,238.56,241.59,-1.92,-1.11,3.24,-3.54,0.34,-7.42,-5.83,-0.56,8.42,-3.86,-2.01,-1.64,-0.21,3.3,-1.78,5.59,5.96,5.75,21.28,-1.47,-9.67,-9.7,0.15,-0.12,2.51,16.03,-6,0,1.54,1.55,1.75,-7.08,-2.53,1.16,-2.33,-2.3,0.03,-0.06,1.5,10.3
best_model_1060,15.6961416879482,7.9,11.3,-2.49,6.7,-9.58,-54.3,-53.44,0.09,-0.94,5.46,-3.5,0.74,-1.69,-4.23,0.98,2.21,-0.04,-0.08,0.1,-0.06,4.04,-1.26,25.35,28.76,26.44,-25.8,-6.16,-18.88,-19.05,0.52,-0.36,10.15,57.77,-9,11,13.29,16.2,14.92,-95.24,-4.88,4.07,-5.79,-5.9,0.33,-0.22,7.04,40.89
best_model_1061,14.9972976096008,9.52,20.23,2.12,8.12,-7.34,-46.07,-46.87,1.74,-0.94,7.1,-2.04,0.4,-3.81,-4.69,0.94,2.41,0.07,0.02,0.1,-0.06,3.44,-0.78,24.42,27.92,25.54,-28.94,-6.49,-21.15,-21.3,0.52,-0.37,10.05,57.1,-10,11,13.29,16.24,14.93,-98.4,-4.77,4.03,-5.72,-5.84,0.33,-0.22,7.07,41.06
best_model_1062,14.9972976096008,6.72,9.25,-2.5,6.12,-6.78,-50.55,-49.79,0.14,-0.89,5.4,-3.44,0.74,-1.69,-4.23,0.98,2.23,-0.01,-0.06,0.1,-0.06,4.04,-1.26,25.01,28.62,26.17,-27.5,-5.56,-14.09,-14.29,0.55,-0.35,10.1,57.7,-9,11,13.08,15.87,14.65,-96.64,-4.98,3.99,-4.77,-4.87,0.32,-0.22,7.05,40.87
best_model_1063,15.2264043148038,8.52,23.3,3.02,7.98,-12.81,-14.14,-15.03,1.74,-0.85,5.32,-3.32,0.54,-2.29,-3.99,0.72,2.58,0.2,0.16,0.1,-0.06,4.2,-0.98,25.54,29.12,26.65,-32.78,-5.97,-18.59,-18.78,0.55,-0.36,10.16,57.39,-10,11,13.21,16.11,14.89,-101.6,-4.8,3.72,-5.8,-5.91,0.33,-0.23,7.13,41.02
best_model_1064,10.4070601258354,4.56,-0.83,-4.85,4.8,-4.65,-3.1,-1.39,-1.51,-0.2,4.54,-3.7,0.14,-1.85,-3.37,1.06,2.41,0.26,0.18,0.1,-0.02,3.82,-0.3,25.41,29.14,26.69,-31.78,-6.56,-18.31,-18.55,0.59,-0.35,10.15,57.32,-9,12,13.62,16.5,15.28,-100.88,-4.94,3.85,-6.19,-6.29,0.32,-0.22,7.11,40.92
best_model_1065,10.535703554469,7.9,22.52,3.3,7.28,-11.6,-51.66,-52.4,1.73,-0.99,3.5,-6.76,-0.44,-2.64,-3,0.38,2.78,-0.06,-0.1,0.1,-0.06,3.14,-3.12,25.79,29.3,26.9,-31.18,-5.37,-15.83,-16.02,0.54,-0.35,10.08,56.68,-9,11,13.15,16.06,14.85,-98.58,-4.64,4.15,-5.96,-6.05,0.32,-0.22,7.04,40.63
best_model_1066,10.2905755463327,3.9,-1.44,-5.33,4.36,-6.27,-48.8,-46.36,-1.59,-0.85,4.58,-6,0.74,-1.69,-4.23,0.98,2.19,0,-0.04,0.1,-0.06,4.04,-1.26,25.81,29.38,27.02,-34.9,-5.53,-13.64,-13.85,0.54,-0.33,10.26,57.71,-9,13,13.45,16.37,15.11,-99.98,-4.75,3.86,-5.62,-5.72,0.32,-0.22,7.1,40.93
best_model_1067,10.4418159693758,4.2,0.63,-5.17,5.3,-7.34,-4.55,-2.81,-1.51,-0.23,4.76,-4.92,0.14,-1.85,-3.37,1.06,2.45,0.31,0.23,0.1,-0.02,3.82,-0.3,25.01,28.42,26.18,-38.38,-6.34,-15.69,-15.87,0.52,-0.34,10.19,57.39,-7,12,13.42,16.3,15.07,-102.16,-4.86,3.82,-6.26,-6.36,0.32,-0.22,7.09,40.89
best_model_1068,7.99855872512045,3.3,-1.59,-4.46,4.44,-6.81,1.29,3.07,-1.57,-0.2,4.36,-5.04,0.14,-1.85,-3.37,1.06,2.48,0.35,0.27,0.1,-0.02,3.82,-0.3,24.8,28.33,25.98,-38.4,-5.53,-17.14,-17.31,0.51,-0.34,10.05,56.7,-11,12,13.07,16.11,14.8,-99.46,-4.8,3.81,-6.36,-6.47,0.33,-0.22,7.08,40.55
best_model_1069,9.15325261870825,1.24,-9.7,-9.73,3.32,-11.21,-73.07,-68.87,-3.14,-1.07,1.98,-10.62,-0.44,-2.64,-3,0.38,2.78,-0.06,-0.1,0.1,-0.06,3.14,-3.12,25.26,28.68,26.38,-32.28,-5.44,-16.87,-17.04,0.52,-0.34,10.15,56.67,-10,11,13.13,16.17,14.85,-98.02,-4.77,4.13,-5.44,-5.56,0.34,-0.22,7.07,40.94
best_model_107,10.0250657115321,1.22,10.09,1.04,-0.12,-73.4,-112.18,-110.86,0.17,-1.49,6.94,-1.82,1,2.81,-2.6,0,8.25,-2.12,-2.14,0.26,-0.24,2.74,-1.82,5.2,5.41,5.23,19.64,-1.84,0.79,0.78,0.13,-0.12,2.49,15.39,-9,2,1.73,1.66,1.88,-6.22,-2.48,1.13,-2.05,-2.03,0.03,-0.06,1.5,10.25
best_model_1070,13.0338635770133,7.56,7.86,-2.32,6.18,-7.02,-40.78,-40.01,0.09,-0.86,7.42,-2.48,0.74,-1.69,-4.23,0.98,2.19,0.12,0.07,0.1,-0.05,4.04,-1.26,25.23,28.78,26.3,-26.68,-6.12,-19.48,-19.62,0.5,-0.36,10.06,57.02,-11,12,13.12,16,14.71,-97.54,-4.84,3.95,-5.44,-5.54,0.32,-0.22,7.04,40.66
best_model_1071,10.5209829501808,5.8,-1.52,-4.15,5.34,-9.05,-55.18,-52.83,-1.44,-0.91,3.74,-5.18,0.74,-1.69,-4.23,0.98,2.22,-0.07,-0.11,0.1,-0.06,4.04,-1.26,25.38,28.9,26.46,-31.86,-5.91,-15.48,-15.64,0.51,-0.35,10.13,57.53,-9,12,12.9,15.75,14.5,-98.56,-4.98,4.01,-4.77,-4.87,0.32,-0.22,7.02,40.82
best_model_1072,12.3957064037354,4.94,-2.24,-5.71,4.92,-5.62,0.34,2.03,-1.48,-0.2,5.18,-2.8,0.14,-1.85,-3.37,1.06,2.38,0.3,0.22,0.1,-0.02,3.82,-0.3,26.35,29.85,27.5,-33.24,-5.62,-13.15,-13.27,0.47,-0.34,10.25,57.99,-9,13,13.45,16.44,15.09,-100.04,-4.63,3.92,-4.59,-4.71,0.33,-0.22,7.12,41.28
best_model_1073,10.6758570031286,6.36,11.14,-1.6,6.58,-14.87,-76.44,-75.53,0.14,-1.05,4.1,-5.02,0.2,-2.57,-3.86,0.92,2.45,-0.07,-0.11,0.1,-0.06,3,-2.78,25.76,29.43,26.99,-32.68,-5.94,-17,-17.21,0.56,-0.35,10.12,57.01,-8,12,12.91,15.8,14.56,-100.02,-4.8,3.75,-6.79,-6.88,0.31,-0.23,7.1,40.99
best_model_1074,10.8519165376957,7.06,11.37,0.08,6.14,-4.61,0.77,0.86,0.12,-0.2,5.02,-1.94,0.14,-1.85,-3.37,1.06,2.52,0.32,0.24,0.1,-0.02,3.82,-0.3,25.31,28.89,26.52,-35.68,-5.86,-15.52,-15.72,0.54,-0.35,10.26,57.57,-8,13,13.44,16.41,15.13,-100.8,-5.19,3.78,-7.18,-7.27,0.32,-0.22,7.14,41.09
best_model_1075,8.71967518487799,6.58,14.42,-0.03,6.14,-8.34,-52.94,-52.12,0.09,-0.91,3.52,-6.58,-0.44,-2.64,-3,0.38,2.75,-0.02,-0.07,0.1,-0.06,3.14,-3.12,24.2,27.78,25.4,-34.92,-5.37,-19.99,-20.17,0.51,-0.34,10.07,56.39,-6,14,12.92,15.86,14.6,-97.22,-4.74,4.03,-5.61,-5.71,0.32,-0.22,7.04,40.73
best_model_1076,13.4177986257856,0.6,31.61,3.61,3.22,-15.09,-80.3,-85.4,5.6,-0.49,6.58,-7.6,-3.36,0.06,-2.84,-0.64,2.35,-2.2,-2.36,0.19,-0.03,2.86,1.26,25.02,28.26,25.97,-18.66,-6.72,-28.19,-28.26,0.48,-0.41,10.59,58.83,-21,13,12.05,14.48,13.47,-99.74,-4.33,4.22,-7.25,-7.14,0.12,-0.23,7.41,41.7
best_model_1077,11.9186711068756,3.22,38.93,9,5,-22.23,-20.12,-26.55,7.02,-0.58,4.9,-4,-2.38,1.51,-2.59,-0.32,2.96,-1.62,-1.77,0.19,-0.04,3.08,1.48,24.66,27.89,25.61,-22.9,-7.02,-72.13,-72.14,0.48,-0.46,10.48,57.65,-12,14,12.17,14.65,13.69,-100.58,-4.29,4.19,-7.87,-7.78,0.14,-0.24,7.43,41.57
best_model_1078,8.25032533183035,5.18,39.97,7.12,5.34,-9.94,-66.64,-73.36,7.2,-0.47,6.74,-2.8,-3.08,-0.12,-2.13,-0.92,2.9,-1.89,-2.05,0.19,-0.03,2.52,1.08,24.2,27.5,25.2,-18.64,-6.73,-78.58,-78.63,0.51,-0.46,10.52,58.11,-17,13,12.03,14.58,13.55,-99.6,-4.11,4.29,-8.19,-8.1,0.14,-0.24,7.49,41.39
best_model_1079,8.19918202498867,1.08,37.28,9.89,2.74,-21.22,-144.81,-149.24,5.59,-1.16,-0.5,-8.28,-4.18,-2.99,-2.42,-1.1,3.46,-4.5,-4.54,0.19,-0.16,1.24,-2.4,25.28,28.59,26.25,-18.36,-6.24,-59.29,-59.34,0.5,-0.45,10.47,57.36,-17,12,11.9,14.45,13.43,-97.18,-4.54,4.37,-8.04,-7.94,0.14,-0.24,7.46,41.42
best_model_108,9.91903142559553,2.44,12.34,5.61,1.02,-65.12,-63.33,-62.15,0.2,-1.38,5.84,-0.04,1,2.81,-2.6,0,8.36,-1.86,-1.89,0.27,-0.24,2.74,-1.82,5.39,5.55,5.46,20.34,-1.39,-9.56,-9.52,0.08,-0.12,2.55,15.89,-9,0,1.52,1.47,1.74,-7.6,-2.54,1.14,-2.15,-2.11,0.01,-0.06,1.51,10.26
best_model_1080,9.04412781268094,-2.02,27.79,6.28,-1.36,-4.61,6.22,4.88,1.95,-0.61,13.48,0.62,-3.7,15.27,8.43,-1.82,7.22,1.41,0,1.76,-0.35,8.52,1.44,13.11,14.31,13.96,26.3,-1.02,-5.49,-5.72,0.42,-0.19,4.15,33.84,-10,7,4.41,5.6,5.25,13.32,-4.32,2.01,0.14,-0.03,0.28,-0.11,3.22,25.73
best_model_1081,9.40061090085719,-5.08,24.62,5.18,-3.5,-4.68,8.3,6.96,1.97,-0.64,16.8,3.02,-4.88,14.91,8.3,-2.32,6.49,4.34,2.82,1.83,-0.31,8.52,1.62,12.16,13.37,12.97,28.58,-1.47,-0.79,-1.07,0.47,-0.18,4.27,34.41,-5,1,4.36,5.55,5.16,16.5,-4.2,2.01,1.73,1.56,0.28,-0.11,3.24,25.69
best_model_1082,8.93020498833552,-4.4,29.56,9.79,-2.7,-8.55,7.09,6.02,1.73,-0.67,15.06,0.38,-5.38,15.76,9.05,-2.4,6.19,3.05,1.56,1.82,-0.33,8.84,1.88,13.05,14.23,13.86,30.46,-1.26,-8.7,-8.93,0.41,-0.19,4.24,34.34,-7,0,4.65,5.74,5.44,12.16,-4.4,2.02,0.86,0.71,0.26,-0.11,3.19,25.91
best_model_1083,9.20524968909905,-2.22,29.86,12.72,-0.36,-6.47,12.71,11.39,1.76,-0.45,13.32,-0.48,-4.58,15.08,8.91,-2.42,6.39,6.11,4.56,1.75,-0.2,8.64,2.04,12.64,13.84,13.49,28.6,-1.02,-5.6,-5.85,0.43,-0.17,4.28,34.48,-6,2,4.18,5.45,5.11,15.58,-4.31,2.09,1.35,1.16,0.29,-0.1,3.24,25.98
best_model_1084,9.37197088010521,-2.68,30.24,10.22,-1.82,-7.77,9.04,7.63,2.01,-0.6,13.74,0.7,-4.32,15.55,9.13,-2.12,6.37,5.14,3.63,1.85,-0.34,8.94,1.92,12.66,13.87,13.46,22.88,-1.19,-13.24,-13.46,0.42,-0.2,4.17,33.49,-2,2,4.69,5.9,5.54,11.98,-4.41,2.1,0.71,0.53,0.3,-0.11,3.24,25.37
best_model_1085,9.19900186562874,-3.54,26.17,4.76,-2.88,-4.92,-18.26,-19.41,1.92,-0.77,17.46,3.2,-3.7,15.27,8.43,-1.82,6.63,0.8,-0.59,1.75,-0.36,8.52,1.44,11.88,13.21,12.76,28.26,-1.82,-10.17,-10.42,0.46,-0.2,4.27,33.97,-9,8,4.5,5.84,5.48,17.48,-4.3,2.15,0.64,0.44,0.31,-0.11,3.27,25.85
best_model_1086,9.47584829611294,-1.9,28.7,10.16,-1.16,-7.98,6.68,5.55,1.79,-0.66,15.26,-0.16,-3.92,14.25,8.71,-1.96,6.5,-0.45,-1.82,1.73,-0.36,8.56,0.92,12.5,13.72,13.29,31.3,-1.5,-13.33,-13.59,0.45,-0.19,4.22,34.31,-8,1,4.36,5.55,5.25,14.2,-4.5,2.09,1.62,1.44,0.28,-0.11,3.25,25.9
best_model_1087,8.89802610333608,-1.9,31.03,11.52,-2.52,-5.58,3.4,2.41,1.76,-0.76,15.1,2.12,-4.38,16.65,9.57,-2.86,6.82,3.29,1.85,1.82,-0.38,7.2,0.92,12.69,13.93,13.61,24.96,-1.61,-7.41,-7.66,0.44,-0.18,4.22,34.08,-12,8,4.33,5.58,5.23,13.34,-4.67,1.99,0.82,0.63,0.29,-0.11,3.21,25.51
best_model_1088,8.14666243731277,-3.04,30.64,13.53,-2.26,-5.22,-26.56,-27.79,1.85,-0.62,13.4,1.44,-4.74,15.41,8.61,-2.22,6.73,3.14,1.65,1.83,-0.34,7.88,2.18,13.16,14.42,14.02,25.94,-1.41,-1.85,-2.1,0.43,-0.18,4.25,33.93,-8,3,4.79,6.02,5.63,15.14,-4.28,2.07,0.92,0.73,0.3,-0.11,3.28,25.78
best_model_1089,8.96496083187594,-1.94,25.6,6.48,-1.5,-9.78,10.78,9.43,2.02,-0.67,12.7,-0.74,-4.88,14.91,8.3,-2.32,6.01,7.92,6.42,1.83,-0.34,8.52,1.62,12.24,13.43,13.08,23.64,-0.99,-5.33,-5.59,0.43,-0.17,4.26,34.17,-5,0,4.39,5.59,5.27,13.36,-4.27,2.12,0.74,0.55,0.29,-0.11,3.29,26
best_model_109,9.49313943557742,3.2,12.56,3.81,2,-59.32,-63.58,-62.67,0.21,-1.12,4.06,3.44,0.54,3.19,-3.59,0.04,8.96,-4.52,-4.6,0.27,-0.2,1.48,2.16,4.86,5.11,5.02,17.3,-1.41,-6.3,-6.32,0.14,-0.12,2.39,15.37,-9,3,1.7,1.62,1.87,-9.2,-2.38,1.19,-2.23,-2.2,0.03,-0.06,1.47,10.2
best_model_1090,8.74315205038832,-5.92,23.76,7.02,-4.12,-4.87,10.13,8.91,1.85,-0.63,16.3,3.58,-5.34,14.22,8.41,-2.76,6.95,5.88,4.34,1.83,-0.3,10,2.48,12.41,13.5,13.2,23.42,-0.88,-7.47,-7.7,0.4,-0.17,4.29,34.23,-9,5,4.39,5.72,5.28,15.96,-4.62,2.07,0.91,0.73,0.29,-0.11,3.26,25.89
best_model_1091,8.78890129730877,-2.52,29.08,11.76,-1.42,-7.1,-7.59,-8.43,1.83,-0.99,11.34,-1.76,-5.18,15.31,8.5,-2.2,6.1,5.14,3.63,1.84,-0.34,8.62,2.02,11.65,12.88,12.46,26.84,-1.16,-12.33,-12.58,0.44,-0.19,4.26,33.98,-2,1,4.71,6,5.62,14.64,-4.46,2.14,0.96,0.77,0.29,-0.11,3.32,25.96
best_model_1092,8.74315205038832,-4.08,28.28,9.44,-2.2,-9.11,-0.52,-1.64,1.84,-0.71,15.16,0.82,-4.88,14.91,8.3,-2.32,6.95,2.03,0.57,1.84,-0.37,8.52,1.62,12.81,14.1,13.66,25.5,-1.03,-6,-6.24,0.42,-0.18,4.25,33.75,-10,3,4.44,5.66,5.28,15.62,-4.34,2.13,0.92,0.74,0.28,-0.11,3.3,26.02
best_model_1093,8.15779679711012,-3.58,30.38,8.72,-2.34,-8.96,10.01,8.77,1.84,-0.6,13.56,1.02,-4.88,14.91,8.3,-2.32,6.51,5.42,3.88,1.84,-0.3,8.52,1.62,12.25,13.58,13.1,28.5,-1.02,-3.59,-3.85,0.43,-0.17,4.24,33.66,-7,2,4.34,5.57,5.24,12.98,-4.27,2.1,0.94,0.77,0.28,-0.11,3.21,25.42
best_model_1094,8.93020498833552,-1.68,28.22,7.45,-1.74,-3.5,-6.4,-7.61,1.76,-0.56,14.02,1.1,-2.78,15.18,8.31,-1.72,7.62,1.35,-0.07,1.75,-0.34,9.06,2.74,12.36,13.56,13.2,24.6,-0.94,-5.63,-5.88,0.44,-0.19,4.29,34.37,-6,3,4.31,5.58,5.23,13.04,-4.48,1.99,0.37,0.19,0.29,-0.11,3.24,25.67
best_model_1095,8.81372040883287,-2.38,28.96,11.23,-2.36,-4.32,15.15,13.66,1.81,-0.32,17.82,1.82,-3.94,15.9,8.49,-2.18,7.78,13.63,11.87,1.83,-0.07,9.84,3.06,12.47,13.67,13.23,23.84,-1.21,-7.95,-8.2,0.44,-0.19,4.21,33.76,-7,8,4.4,5.7,5.3,12.2,-4.36,2.24,0.72,0.53,0.3,-0.11,3.29,25.68
best_model_1096,7.84022476351042,-8.96,-3.19,-10.15,-5.74,-4.54,12.59,14.81,-1.67,-0.54,10.4,-5.6,-7.42,-4.35,-3.71,-4.08,6.25,3.29,3.45,0.17,-0.33,6.62,-1.5,12.34,13.62,13.32,26.02,-1.18,-9.77,-10.01,0.44,-0.19,4.31,34.17,-6,4,4.69,5.92,5.6,12.2,-4.61,2.11,0.69,0.52,0.28,-0.11,3.27,25.63
best_model_1097,9.39085282189405,-4.04,21.86,4.58,-1.76,-13.78,-21.89,-21.46,0.26,-0.69,13.06,-0.24,-4.88,14.91,8.3,-2.32,6.72,3.27,1.77,1.83,-0.33,8.52,1.62,11.5,12.65,12.32,26.14,-1.14,-9.3,-9.58,0.45,-0.17,4.2,33.72,-4,0,4.5,5.7,5.37,11.64,-4.69,2.15,0.86,0.71,0.26,-0.11,3.26,25.78
best_model_1098,8.61284176274164,-2.08,27.35,11.35,-1.2,-7.9,12.21,11.02,1.9,-0.71,17.92,2.22,-4.22,14.65,8.91,-1.84,6.58,5.1,3.68,1.75,-0.34,8.66,1.32,12.18,13.39,12.95,28.46,-2.22,-60.08,-60.3,0.45,-0.24,4.23,34.04,-6,-1,4.52,5.68,5.37,12.06,-3.74,2.06,1.08,0.9,0.28,-0.11,3.27,25.65
best_model_1099,8.78890129730877,-2.92,28.28,8.54,-2.46,-6.93,1.38,0.33,1.79,-0.74,16.96,1.16,-4.88,14.91,8.3,-2.32,6.5,3.82,2.38,1.82,-0.37,8.52,1.62,12.43,13.58,13.26,22.6,-1.28,-10.65,-10.89,0.43,-0.19,4.2,33.48,-4,5,4.72,5.79,5.48,12.72,-4.31,2.06,0.84,0.66,0.28,-0.11,3.27,25.64
best_model_11,6.79195027006596,0.56,-3.9,-0.07,2.52,-16,-152.67,-148.96,-2.66,-1.06,0.64,-6.64,-1.19,-1.66,-3.27,1.06,-7.89,-32.66,-28.44,-3.95,-0.28,-0.48,-7.08,15.1,17.2,15.99,8.8,-3.41,-19.19,-18.99,-0.05,-0.15,5.29,25.97,23,3,7.74,9.71,8.87,-8.64,-8.15,0.04,11.92,12.04,-0.07,-0.06,4.09,19.8
best_model_110,14.0943703227229,2.46,11.1,5.98,1.32,-67.27,41.82,42.66,0.21,-1.05,6.46,0.24,1.18,3.95,-1.91,-0.04,9.08,-1,-1.04,0.27,-0.23,3.32,-0.86,4.78,5.1,4.91,19.4,-1.58,-5.89,-5.92,0.14,-0.12,2.49,15.59,-9,-2,1.71,1.65,1.91,-6.64,-2.42,1.18,-2.16,-2.14,0.03,-0.06,1.47,10.13
best_model_1100,8.84004460415046,-2.94,29.07,8.6,-2.64,-3.88,12,10.66,1.95,-0.61,14.08,0.14,-3.7,15.27,8.43,-1.82,6.81,4.97,3.56,1.74,-0.33,8.52,1.44,12.3,13.45,13.14,24.54,-1.66,8.66,8.38,0.46,-0.18,4.21,34.24,-6,5,4.74,5.79,5.54,12.84,-4.37,2.07,0.35,0.2,0.26,-0.11,3.23,26
best_model_1101,9.15761663775015,-2.24,22.89,5.98,-0.58,-7.75,12.67,11.46,1.85,-0.63,13.04,-2.74,-4.72,8.15,4.3,-2.36,6.79,8,6.45,1.84,-0.3,8.08,1.72,12.85,14.12,13.7,24.5,-1.3,-6.1,-6.37,0.44,-0.17,4.28,34.36,-5,-1,4.25,5.4,5.15,12.32,-4.32,2.01,0.89,0.71,0.29,-0.11,3.31,26.06
best_model_1102,8.46444866950582,-5.06,28.54,9.75,-4.14,-2.01,19.04,15.71,3.91,-0.58,17.48,2.32,-4.88,14.91,8.3,-2.32,6.69,4.57,3.07,1.84,-0.34,8.52,1.62,12.32,13.49,13.08,21.08,-1.63,-54.62,-54.79,0.39,-0.22,4.24,33.96,-6,4,4.46,5.56,5.34,8.38,-4.45,2.05,1.22,1.05,0.28,-0.1,3.27,25.46
best_model_1103,7.56727267518111,-3.06,21.64,6.01,-1.1,-12.28,-0.05,-1.18,1.85,-0.71,16.4,2.36,-4.88,14.91,8.3,-2.32,6.16,5.1,3.59,1.84,-0.33,8.52,1.62,12.18,13.37,12.98,27.34,-1.11,-1.84,-2.09,0.42,-0.17,4.28,34,-9,5,4.34,5.42,5.19,12,-4.38,2.13,0.9,0.77,0.24,-0.1,3.26,25.59
best_model_1104,9.72178640940899,-1.16,29.85,11.26,-0.22,-11.79,1.93,0.9,1.81,-0.78,15.2,0.06,-4.88,14.91,8.3,-2.32,6.66,4.24,2.75,1.84,-0.35,8.52,1.62,12.77,13.93,13.62,21.24,-1.11,-3.69,-3.95,0.43,-0.17,4.26,33.99,-7,1,4.38,5.54,5.22,15.22,-4.5,2.12,1.24,1.07,0.27,-0.11,3.32,26
